,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
1370,241-72-9525,B,Abuja,Normal,Male,Sports and travel,18687.6,10,9343.8,196219.8,2/16/2019,12:21,Cash,186876.0,4.761904762,9343.8,8.2,1038.0,706.0,374.0,42.0,42.0
1371,262-47-2794,B,Abuja,Member,Male,Home and lifestyle,25869.6,8,10347.84,217304.64,3/6/2019,15:07,Card,206956.8,4.761904762,10347.84,6.2,1039.0,707.0,375.0,43.0,43.0
1372,608-96-3517,B,Abuja,Member,Female,Fashion accessories,32954.4,4,6590.88,138408.48,3/23/2019,19:20,Card,131817.6,4.761904762,6590.88,4.8,1040.0,708.0,376.0,44.0,44.0
1373,279-74-2924,B,Abuja,Member,Male,Electronic accessories,25981.2,1,1299.06,27280.26,1/4/2019,19:40,Cash,25981.2,4.761904762,1299.06,6.1,1041.0,709.0,377.0,45.0,45.0
1374,307-85-2293,B,Abuja,Normal,Male,Home and lifestyle,18100.8,5,4525.2,95029.2,3/7/2019,13:58,Epay,90504.0,4.761904762,4525.2,9.7,1042.0,710.0,378.0,46.0,46.0
1375,743-04-1105,B,Abuja,Member,Male,Health and beauty,34999.2,9,15749.639999999998,330742.44,3/30/2019,14:43,Epay,314992.8,4.761904762,15749.639999999998,6.0,1043.0,711.0,379.0,47.0,47.0
1376,423-57-2993,B,Abuja,Normal,Male,Sports and travel,33620.4,6,10086.12,211808.52,3/27/2019,19:18,Epay,201722.4,4.761904762,10086.12,10.0,1044.0,712.0,380.0,48.0,48.0
1377,548-46-9322,B,Abuja,Normal,Male,Food and beverages,14364.0,10,7182.0,150822.0,2/20/2019,15:24,Card,143640.0,4.761904762,7182.0,5.9,1045.0,713.0,381.0,49.0,49.0
1378,505-02-0892,B,Abuja,Member,Male,Health and beauty,15325.2,8,6130.08,128731.68,2/25/2019,14:12,Epay,122601.6,4.761904762,6130.08,5.6,1046.0,714.0,382.0,50.0,50.0
1379,316-55-4634,B,Abuja,Member,Male,Food and beverages,28818.0,5,7204.5,151294.5,1/26/2019,12:45,Card,144090.0,4.761904762,7204.5,9.4,1047.0,715.0,383.0,51.0,51.0
1380,608-27-6295,B,Abuja,Member,Male,Electronic accessories,19040.4,6,5712.12,119954.52,1/19/2019,17:34,Card,114242.4,4.761904762,5712.12,9.8,1048.0,716.0,384.0,52.0,52.0
1381,414-12-7047,B,Abuja,Normal,Male,Food and beverages,7124.4,8,2849.76,59844.96,1/18/2019,12:04,Epay,56995.2,4.761904762,2849.76,8.7,1049.0,717.0,385.0,53.0,53.0
1382,895-66-0685,B,Abuja,Member,Male,Food and beverages,6508.799999999999,3,976.32,20502.72,3/5/2019,19:46,Epay,19526.4,4.761904762,976.32,8.0,1050.0,718.0,386.0,54.0,54.0
1383,305-14-0245,B,Abuja,Member,Female,Home and lifestyle,34016.4,8,13606.56,285737.76,3/3/2019,19:00,Epay,272131.2,4.761904762,13606.56,7.5,1051.0,719.0,387.0,55.0,55.0
1384,732-04-5373,B,Abuja,Member,Male,Home and lifestyle,16729.2,4,3345.84,70262.64,2/8/2019,10:53,Cash,66916.8,4.761904762,3345.84,7.0,1052.0,720.0,388.0,56.0,56.0
1385,284-34-9626,B,Abuja,Normal,Female,Home and lifestyle,27734.4,3,4160.16,87363.36,2/11/2019,10:39,Card,83203.2,4.761904762,4160.16,7.2,1053.0,721.0,389.0,57.0,57.0
1386,437-58-8131,B,Abuja,Normal,Female,Fashion accessories,26467.2,2,2646.7200000000003,55581.12,1/15/2019,13:41,Epay,52934.4,4.761904762,2646.7200000000003,4.6,1054.0,722.0,390.0,58.0,58.0
1387,641-43-2399,B,Abuja,Normal,Male,Home and lifestyle,9198.0,4,1839.6,38631.6,1/26/2019,20:23,Epay,36792.0,4.761904762,1839.6,5.7,1055.0,723.0,391.0,59.0,59.0
1388,542-41-0513,B,Abuja,Member,Female,Electronic accessories,20696.4,4,4139.28,86924.88,3/15/2019,11:57,Cash,82785.6,4.761904762,4139.28,6.6,1056.0,724.0,392.0,60.0,60.0
1389,875-46-5808,B,Abuja,Member,Male,Health and beauty,9324.0,10,4662.0,97902.0,2/6/2019,14:51,Epay,93240.0,4.761904762,4662.0,8.7,1057.0,725.0,393.0,61.0,61.0
1390,394-43-4238,B,Abuja,Member,Male,Home and lifestyle,6397.2,5,1599.3,33585.3,2/15/2019,12:42,Card,31986.0,4.761904762,1599.3,5.4,1058.0,726.0,394.0,62.0,62.0
1391,573-58-9734,B,Abuja,Normal,Female,Fashion accessories,10933.2,3,1639.98,34439.579999999994,3/28/2019,13:41,Epay,32799.6,4.761904762,1639.98,5.1,1059.0,727.0,395.0,63.0,63.0
1392,817-69-8206,B,Abuja,Normal,Female,Electronic accessories,35902.8,9,16156.26,339281.46,3/2/2019,19:42,Card,323125.2,4.761904762,16156.26,6.5,1060.0,728.0,396.0,64.0,64.0
1393,142-63-6033,B,Abuja,Normal,Male,Home and lifestyle,33249.6,5,8312.4,174560.4,3/20/2019,19:17,Epay,166248.0,4.761904762,8312.4,4.9,1061.0,729.0,397.0,65.0,65.0
1394,656-16-1063,B,Abuja,Normal,Male,Sports and travel,16711.2,3,2506.68,52640.27999999999,1/4/2019,13:24,Card,50133.6,4.761904762,2506.68,4.4,1062.0,730.0,398.0,66.0,66.0
1395,891-58-8335,B,Abuja,Member,Female,Sports and travel,10659.6,7,3730.86,78348.06,3/11/2019,15:53,Cash,74617.2,4.761904762,3730.86,6.5,1063.0,731.0,399.0,67.0,67.0
1396,560-30-5617,B,Abuja,Normal,Female,Sports and travel,8917.2,5,2229.3,46815.3,3/24/2019,18:27,Cash,44586.0,4.761904762,2229.3,8.5,1064.0,732.0,400.0,68.0,68.0
1397,549-03-9315,B,Abuja,Normal,Male,Fashion accessories,34153.200000000004,8,13661.28,286886.88,2/12/2019,12:58,Epay,273225.60000000003,4.761904762,13661.28,8.7,1065.0,733.0,401.0,69.0,69.0
1398,790-29-1172,B,Abuja,Normal,Female,Food and beverages,20642.4,3,3096.36,65023.55999999999,3/10/2019,18:59,Card,61927.2,4.761904762,3096.36,7.9,1066.0,734.0,402.0,70.0,70.0
1399,239-36-3640,B,Abuja,Normal,Male,Electronic accessories,16326.0,6,4897.8,102853.8,1/31/2019,13:44,Epay,97956.0,4.761904762,4897.8,6.1,1067.0,735.0,403.0,71.0,71.0
1400,468-01-2051,B,Abuja,Normal,Male,Food and beverages,22348.8,7,7822.080000000001,164263.68,3/6/2019,13:46,Epay,156441.6,4.761904762,7822.080000000001,5.4,1068.0,736.0,404.0,72.0,72.0
1401,836-82-5858,B,Abuja,Member,Male,Health and beauty,24973.2,9,11237.94,235996.74,1/26/2019,19:14,Epay,224758.8,4.761904762,11237.94,4.0,1069.0,737.0,405.0,73.0,73.0
1402,466-61-5506,B,Abuja,Member,Female,Electronic accessories,32652.0,6,9795.6,205707.6,2/26/2019,10:52,Cash,195912.00000000003,4.761904762,9795.6,5.3,1070.0,738.0,406.0,74.0,74.0
1403,289-65-5721,B,Abuja,Normal,Female,Fashion accessories,29293.2,2,2929.32,61515.72,1/26/2019,19:28,Cash,58586.4,4.761904762,2929.32,6.5,1071.0,739.0,407.0,75.0,75.0
1404,545-46-3100,B,Abuja,Member,Female,Electronic accessories,3812.4,3,571.86,12009.06,3/12/2019,13:52,Card,11437.2,4.761904762,571.86,8.7,1072.0,740.0,408.0,76.0,76.0
1405,418-02-5978,B,Abuja,Normal,Female,Health and beauty,30272.4,9,13622.58,286074.18,2/11/2019,10:54,Cash,272451.6,4.761904762,13622.58,8.0,1073.0,741.0,409.0,77.0,77.0
1406,269-04-5750,B,Abuja,Member,Male,Fashion accessories,26575.2,4,5315.04,111615.84,2/21/2019,18:31,Cash,106300.8,4.761904762,5315.04,6.7,1074.0,742.0,410.0,78.0,78.0
1407,346-84-3103,B,Abuja,Member,Female,Electronic accessories,4759.2,5,1189.8,24985.8,3/2/2019,19:26,Cash,23796.0,4.761904762,1189.8,4.3,1075.0,743.0,411.0,79.0,79.0
1408,376-02-8238,B,Abuja,Normal,Male,Home and lifestyle,33793.200000000004,8,13517.28,283862.88,2/2/2019,18:42,Card,270345.60000000003,4.761904762,13517.28,8.3,1076.0,744.0,412.0,80.0,80.0
1409,866-05-7563,B,Abuja,Member,Female,Electronic accessories,29304.000000000004,3,4395.6,92307.6,2/9/2019,19:43,Cash,87912.0,4.761904762,4395.6,4.8,1077.0,745.0,413.0,81.0,81.0
1410,785-13-7708,B,Abuja,Normal,Male,Food and beverages,26301.6,7,9205.56,193316.76,1/14/2019,19:06,Card,184111.2,4.761904762,9205.56,4.2,1078.0,746.0,414.0,82.0,82.0
1411,845-51-0542,B,Abuja,Member,Male,Food and beverages,16758.0,9,7541.1,158363.1,2/2/2019,15:34,Epay,150822.0,4.761904762,7541.1,6.4,1079.0,747.0,415.0,83.0,83.0
1412,110-48-7033,B,Abuja,Member,Male,Fashion accessories,11743.2,4,2348.64,49321.44,1/29/2019,14:12,Cash,46972.8,4.761904762,2348.64,9.0,1080.0,748.0,416.0,84.0,84.0
1413,655-85-5130,B,Abuja,Member,Female,Fashion accessories,13787.999999999998,4,2757.6,57909.600000000006,3/13/2019,19:22,Cash,55151.99999999999,4.761904762,2757.6,5.7,1081.0,749.0,417.0,85.0,85.0
1414,154-74-7179,B,Abuja,Normal,Male,Sports and travel,19602.0,1,980.1,20582.1,2/26/2019,19:24,Epay,19602.0,4.761904762,980.1,7.9,1082.0,750.0,418.0,86.0,86.0
1415,571-94-0759,B,Abuja,Member,Female,Food and beverages,26856.0,10,13427.999999999998,281988.0,1/8/2019,20:55,Cash,268560.0,4.761904762,13427.999999999998,9.5,1083.0,751.0,419.0,87.0,87.0
1416,783-09-1637,B,Abuja,Normal,Female,Sports and travel,24274.800000000003,5,6068.700000000001,127442.7,3/6/2019,18:13,Epay,121374.0,4.761904762,6068.700000000001,6.3,1084.0,752.0,420.0,88.0,88.0
1417,477-24-6490,B,Abuja,Normal,Female,Health and beauty,35895.6,6,10768.68,226142.28,2/26/2019,16:52,Epay,215373.6,4.761904762,10768.68,7.9,1085.0,753.0,421.0,89.0,89.0
1418,566-19-5475,B,Abuja,Normal,Male,Fashion accessories,17269.2,7,6044.22,126928.62,1/7/2019,20:52,Cash,120884.4,4.761904762,6044.22,6.2,1086.0,754.0,422.0,90.0,90.0
1419,498-41-1961,B,Abuja,Normal,Male,Health and beauty,24004.800000000003,5,6001.200000000001,126025.2,2/20/2019,18:01,Cash,120024.0,4.761904762,6001.200000000001,7.6,1087.0,755.0,423.0,91.0,91.0
1420,283-79-9594,B,Abuja,Normal,Female,Food and beverages,17463.6,7,6112.26,128357.46,1/25/2019,13:30,Card,122245.2,4.761904762,6112.26,5.2,1088.0,756.0,424.0,92.0,92.0
1421,139-20-0155,B,Abuja,Member,Male,Electronic accessories,14507.999999999998,10,7253.999999999999,152334.0,1/24/2019,17:37,Card,145080.0,4.761904762,7253.999999999999,7.0,1089.0,757.0,425.0,93.0,93.0
1422,585-03-5943,B,Abuja,Normal,Male,Health and beauty,6519.599999999999,10,3259.8,68455.8,3/13/2019,11:46,Epay,65196.0,4.761904762,3259.8,5.9,1090.0,758.0,426.0,94.0,94.0
1423,573-10-3877,B,Abuja,Member,Male,Health and beauty,14043.6,1,702.18,14745.78,3/12/2019,16:46,Card,14043.6,4.761904762,702.18,4.7,1091.0,759.0,427.0,95.0,95.0
1424,396-90-2219,B,Abuja,Normal,Female,Electronic accessories,5385.6,8,2154.24,45239.04,2/23/2019,12:29,Cash,43084.8,4.761904762,2154.24,8.6,1092.0,760.0,428.0,96.0,96.0
1425,532-59-7201,B,Abuja,Member,Male,Sports and travel,28774.800000000003,6,8632.44,181281.24,1/31/2019,14:04,Cash,172648.8,4.761904762,8632.44,5.5,1093.0,761.0,429.0,97.0,97.0
1426,276-54-0879,B,Abuja,Normal,Male,Sports and travel,35186.4,4,7037.28,147782.88,3/12/2019,19:53,Epay,140745.6,4.761904762,7037.28,6.4,1094.0,762.0,430.0,98.0,98.0
1427,730-61-8757,B,Abuja,Member,Male,Health and beauty,18406.8,4,3681.36,77308.56,1/25/2019,10:11,Card,73627.2,4.761904762,3681.36,4.0,1095.0,763.0,431.0,99.0,99.0
1428,868-81-1752,B,Abuja,Normal,Male,Home and lifestyle,7927.2,9,3567.24,74912.04000000001,2/7/2019,18:48,Cash,71344.8,4.761904762,3567.24,6.8,1096.0,764.0,432.0,100.0,100.0
1429,692-27-8933,B,Abuja,Normal,Female,Sports and travel,20862.0,6,6258.6,131430.6,2/24/2019,13:02,Cash,125172.0,4.761904762,6258.6,5.2,1097.0,765.0,433.0,101.0,101.0
1430,374-17-3652,B,Abuja,Member,Female,Food and beverages,15415.2,9,6936.840000000001,145673.64,2/5/2019,15:26,Card,138736.8,4.761904762,6936.840000000001,8.9,1098.0,766.0,434.0,102.0,102.0
1431,378-07-7001,B,Abuja,Member,Male,Electronic accessories,17312.4,3,2596.86,54534.06,2/10/2019,18:23,Card,51937.2,4.761904762,2596.86,7.8,1099.0,767.0,435.0,103.0,103.0
1432,433-75-6987,B,Abuja,Member,Female,Health and beauty,20149.2,7,7052.22,148096.62,3/5/2019,19:06,Epay,141044.4,4.761904762,7052.22,8.9,1100.0,768.0,436.0,104.0,104.0
1433,873-95-4984,B,Abuja,Member,Female,Health and beauty,27684.000000000004,7,9689.4,203477.4,2/15/2019,20:21,Cash,193788.0,4.761904762,9689.4,7.7,1101.0,769.0,437.0,105.0,105.0
1434,400-45-1220,B,Abuja,Normal,Female,Health and beauty,4860.0,10,2430.0,51030.0,2/27/2019,11:06,Card,48600.0,4.761904762,2430.0,4.8,1102.0,770.0,438.0,106.0,106.0
1435,115-99-4379,B,Abuja,Member,Female,Fashion accessories,19702.8,7,6895.98,144815.58,3/14/2019,19:02,Card,137919.6,4.761904762,6895.98,8.5,1103.0,771.0,439.0,107.0,107.0
1436,565-67-6697,B,Abuja,Member,Male,Home and lifestyle,9720.0,9,4374.0,91854.0,3/2/2019,14:16,Cash,87480.0,4.761904762,4374.0,4.8,1104.0,772.0,440.0,108.0,108.0
1437,889-04-9723,B,Abuja,Member,Female,Food and beverages,32090.4,4,6418.08,134779.68000000002,1/7/2019,12:20,Card,128361.6,4.761904762,6418.08,7.8,1105.0,773.0,441.0,109.0,109.0
1438,453-63-6187,B,Abuja,Normal,Male,Electronic accessories,9900.0,3,1485.0,31185.0,3/1/2019,15:40,Epay,29700.0,4.761904762,1485.0,6.5,1106.0,774.0,442.0,110.0,110.0
1439,578-80-7669,B,Abuja,Normal,Male,Sports and travel,26989.2,1,1349.46,28338.660000000003,3/16/2019,16:58,Cash,26989.2,4.761904762,1349.46,5.6,1107.0,775.0,443.0,111.0,111.0
1440,201-86-2184,B,Abuja,Member,Female,Electronic accessories,9453.6,7,3308.76,69483.95999999999,2/2/2019,19:40,Cash,66175.2,4.761904762,3308.76,9.9,1108.0,776.0,444.0,112.0,112.0
1441,261-12-8671,B,Abuja,Normal,Female,Fashion accessories,21945.6,2,2194.56,46085.76,1/25/2019,19:39,Card,43891.2,4.761904762,2194.56,4.9,1109.0,777.0,445.0,113.0,113.0
1442,843-01-4703,B,Abuja,Member,Female,Home and lifestyle,12736.8,9,5731.56,120362.76,1/5/2019,19:50,Card,114631.2,4.761904762,5731.56,9.6,1110.0,778.0,446.0,114.0,114.0
1443,182-69-8360,B,Abuja,Normal,Female,Electronic accessories,8514.0,4,1702.8000000000002,35758.8,1/30/2019,13:32,Card,34056.0,4.761904762,1702.8000000000002,4.0,1111.0,779.0,447.0,115.0,115.0
1444,868-52-7573,B,Abuja,Normal,Female,Food and beverages,35888.4,5,8972.1,188414.1,1/14/2019,12:09,Cash,179442.0,4.761904762,8972.1,9.9,1112.0,780.0,448.0,116.0,116.0
1445,525-88-7307,B,Abuja,Member,Male,Sports and travel,27295.2,1,1364.7600000000002,28659.960000000003,1/31/2019,13:19,Cash,27295.2,4.761904762,1364.7600000000002,5.8,1113.0,781.0,449.0,117.0,117.0
1446,596-42-3999,B,Abuja,Normal,Male,Food and beverages,6559.2,7,2295.7200000000003,48210.12,3/10/2019,14:04,Card,45914.4,4.761904762,2295.7200000000003,6.6,1114.0,782.0,450.0,118.0,118.0
1447,173-82-9529,B,Abuja,Normal,Female,Fashion accessories,13662.000000000002,10,6831.000000000001,143451.0,1/26/2019,14:51,Cash,136620.0,4.761904762,6831.000000000001,9.7,1115.0,783.0,451.0,119.0,119.0
1448,760-54-1821,B,Abuja,Normal,Male,Home and lifestyle,4892.4,9,2201.58,46233.18,3/15/2019,10:26,Cash,44031.6,4.761904762,2201.58,5.8,1116.0,784.0,452.0,120.0,120.0
1449,793-10-3222,B,Abuja,Member,Female,Health and beauty,14781.6,6,4434.48,93124.08,3/5/2019,13:30,Card,88689.6,4.761904762,4434.48,8.3,1117.0,785.0,453.0,121.0,121.0
1450,346-12-3257,B,Abuja,Member,Male,Electronic accessories,6926.4,9,3116.88,65454.48,3/4/2019,16:28,Cash,62337.6,4.761904762,3116.88,8.0,1118.0,786.0,454.0,122.0,122.0
1451,831-64-0259,B,Abuja,Normal,Female,Fashion accessories,14310.0,5,3577.5,75127.5,2/22/2019,10:43,Epay,71550.0,4.761904762,3577.5,9.6,1119.0,787.0,455.0,123.0,123.0
1452,725-32-9708,B,Abuja,Member,Female,Fashion accessories,24735.6,4,4947.12,103889.52,1/4/2019,19:01,Cash,98942.4,4.761904762,4947.12,4.1,1120.0,788.0,456.0,124.0,124.0
1453,244-08-0162,B,Abuja,Normal,Female,Health and beauty,12315.6,10,6157.8,129313.8,1/2/2019,13:00,Cash,123156.0,4.761904762,6157.8,5.1,1121.0,789.0,457.0,125.0,125.0
1454,569-71-4390,B,Abuja,Normal,Male,Sports and travel,7873.200000000001,2,787.3199999999999,16533.72,1/25/2019,14:29,Epay,15746.4,4.761904762,787.3199999999999,6.9,1122.0,790.0,458.0,126.0,126.0
1455,268-03-6164,B,Abuja,Normal,Male,Health and beauty,34599.6,1,1729.98,36329.58,1/25/2019,16:28,Epay,34599.6,4.761904762,1729.98,7.8,1123.0,791.0,459.0,127.0,127.0
1456,848-07-1692,B,Abuja,Normal,Female,Health and beauty,20599.2,2,2059.92,43258.32,1/12/2019,17:13,Epay,41198.4,4.761904762,2059.92,8.3,1124.0,792.0,460.0,128.0,128.0
1457,301-81-8610,B,Abuja,Member,Male,Fashion accessories,9151.2,8,3660.48,76870.08,3/19/2019,19:42,Card,73209.6,4.761904762,3660.48,6.7,1125.0,793.0,461.0,129.0,129.0
1458,198-84-7132,B,Abuja,Member,Male,Fashion accessories,14619.6,9,6578.82,138155.22,1/2/2019,13:40,Cash,131576.4,4.761904762,6578.82,7.0,1126.0,794.0,462.0,130.0,130.0
1459,650-98-6268,B,Abuja,Member,Female,Food and beverages,7513.200000000001,3,1126.98,23666.58,3/20/2019,13:53,Card,22539.6,4.761904762,1126.98,8.0,1127.0,795.0,463.0,131.0,131.0
1460,741-73-3559,B,Abuja,Normal,Male,Sports and travel,24217.2,5,6054.299999999999,127140.3,2/27/2019,17:27,Cash,121086.0,4.761904762,6054.299999999999,6.9,1128.0,796.0,464.0,132.0,132.0
1461,286-75-7818,B,Abuja,Normal,Male,Fashion accessories,24868.8,2,2486.88,52224.48,1/31/2019,19:48,Card,49737.6,4.761904762,2486.88,6.9,1129.0,797.0,465.0,133.0,133.0
1462,616-87-0016,B,Abuja,Normal,Male,Fashion accessories,34394.4,7,12038.04,252798.84,3/9/2019,14:36,Card,240760.8,4.761904762,12038.04,9.6,1130.0,798.0,466.0,134.0,134.0
1463,837-55-7229,B,Abuja,Normal,Female,Fashion accessories,17078.399999999998,1,853.92,17932.32,2/22/2019,18:19,Card,17078.399999999998,4.761904762,853.92,6.8,1131.0,799.0,467.0,135.0,135.0
1464,394-30-3170,B,Abuja,Member,Female,Sports and travel,31834.800000000003,8,12733.92,267412.32,3/22/2019,19:35,Card,254678.4,4.761904762,12733.92,4.3,1132.0,800.0,468.0,136.0,136.0
1465,390-80-5128,B,Abuja,Member,Female,Health and beauty,6893.999999999999,1,344.7,7238.700000000001,1/28/2019,17:58,Card,6893.999999999999,4.761904762,344.7,9.5,1133.0,801.0,469.0,137.0,137.0
1466,296-11-7041,B,Abuja,Member,Female,Health and beauty,9745.2,1,487.26,10232.46,1/12/2019,20:07,Card,9745.2,4.761904762,487.26,5.3,1134.0,802.0,470.0,138.0,138.0
1467,449-27-2918,B,Abuja,Member,Female,Sports and travel,14083.2,1,704.16,14787.36,3/26/2019,11:02,Card,14083.2,4.761904762,704.16,9.6,1135.0,803.0,471.0,139.0,139.0
1468,891-01-7034,B,Abuja,Normal,Female,Electronic accessories,26895.6,6,8068.68,169442.28,1/1/2019,19:07,Cash,161373.6,4.761904762,8068.68,6.7,1136.0,804.0,472.0,140.0,140.0
1469,744-09-5786,B,Abuja,Normal,Male,Electronic accessories,7923.6,6,2377.08,49918.67999999999,1/2/2019,18:50,Cash,47541.6,4.761904762,2377.08,7.6,1137.0,805.0,473.0,141.0,141.0
1470,767-54-1907,B,Abuja,Member,Female,Fashion accessories,10641.6,5,2660.4,55868.4,2/13/2019,16:59,Cash,53208.00000000001,4.761904762,2660.4,6.9,1138.0,806.0,474.0,142.0,142.0
1471,710-46-4433,B,Abuja,Member,Female,Food and beverages,27864.000000000004,9,12538.8,263314.8,2/15/2019,14:15,Card,250776.0,4.761904762,12538.8,4.5,1139.0,807.0,475.0,143.0,143.0
1472,533-33-5337,B,Abuja,Normal,Male,Electronic accessories,28580.4,10,14290.2,300094.2,2/7/2019,20:24,Cash,285804.0,4.761904762,14290.2,6.2,1140.0,808.0,476.0,144.0,144.0
1473,234-03-4040,B,Abuja,Member,Female,Food and beverages,26298.0,10,13149.0,276129.0,3/3/2019,12:25,Card,262980.0,4.761904762,13149.0,8.7,1141.0,809.0,477.0,145.0,145.0
1474,554-53-3790,B,Abuja,Normal,Male,Sports and travel,13327.2,6,3998.16,83961.36,3/22/2019,18:33,Cash,79963.2,4.761904762,3998.16,4.5,1142.0,810.0,478.0,146.0,146.0
1475,731-59-7531,B,Abuja,Member,Male,Health and beauty,26125.2,8,10450.08,219451.68,3/30/2019,17:58,Cash,209001.6,4.761904762,10450.08,4.6,1143.0,811.0,479.0,147.0,147.0
1476,701-69-8742,B,Abuja,Normal,Male,Sports and travel,12373.2,10,6186.599999999999,129918.6,3/16/2019,10:11,Epay,123732.0,4.761904762,6186.599999999999,6.7,1144.0,812.0,480.0,148.0,148.0
1477,305-18-3552,B,Abuja,Member,Male,Home and lifestyle,21736.8,10,10868.4,228236.4,2/12/2019,16:19,Cash,217368.0,4.761904762,10868.4,6.0,1145.0,813.0,481.0,149.0,149.0
1478,438-01-4015,B,Abuja,Member,Female,Sports and travel,17816.4,4,3563.28,74828.88,3/21/2019,15:25,Epay,71265.6,4.761904762,3563.28,6.6,1146.0,814.0,482.0,150.0,150.0
1479,709-58-4068,B,Abuja,Normal,Female,Fashion accessories,14792.4,10,7396.200000000001,155320.2,2/28/2019,14:42,Cash,147924.0,4.761904762,7396.200000000001,7.3,1147.0,815.0,483.0,151.0,151.0
1480,627-95-3243,B,Abuja,Member,Female,Home and lifestyle,27964.800000000003,9,12584.159999999998,264267.36,2/4/2019,13:21,Epay,251683.2,4.761904762,12584.159999999998,9.8,1148.0,816.0,484.0,152.0,152.0
1481,686-41-0932,B,Abuja,Normal,Female,Fashion accessories,12492.000000000002,2,1249.2,26233.2,3/13/2019,19:48,Epay,24984.000000000004,4.761904762,1249.2,8.2,1149.0,817.0,485.0,153.0,153.0
1482,608-04-3797,B,Abuja,Member,Female,Health and beauty,9115.2,8,3646.08,76567.68,3/5/2019,20:24,Epay,72921.6,4.761904762,3646.08,8.7,1150.0,818.0,486.0,154.0,154.0
1483,437-53-3084,B,Abuja,Normal,Male,Fashion accessories,35960.4,2,3596.0399999999995,75516.84,2/26/2019,11:48,Epay,71920.8,4.761904762,3596.0399999999995,7.1,1151.0,819.0,487.0,155.0,155.0
1484,632-32-4574,B,Abuja,Normal,Male,Sports and travel,27331.2,8,10932.48,229582.08,3/20/2019,14:14,Cash,218649.6,4.761904762,10932.48,5.5,1152.0,820.0,488.0,156.0,156.0
1485,401-18-8016,B,Abuja,Member,Female,Sports and travel,35326.8,1,1766.34,37093.14,1/21/2019,17:36,Cash,35326.8,4.761904762,1766.34,8.9,1153.0,821.0,489.0,157.0,157.0
1486,277-63-2961,B,Abuja,Member,Male,Sports and travel,26629.2,1,1331.46,27960.66,2/3/2019,15:53,Card,26629.2,4.761904762,1331.46,5.4,1154.0,822.0,490.0,158.0,158.0
1487,282-35-2475,B,Abuja,Normal,Female,Sports and travel,33591.6,2,3359.16,70542.36,3/25/2019,17:53,Cash,67183.2,4.761904762,3359.16,6.3,1155.0,823.0,491.0,159.0,159.0
1488,511-54-3087,B,Abuja,Normal,Male,Sports and travel,31842.0,1,1592.1,33434.1,2/25/2019,16:36,Card,31842.0,4.761904762,1592.1,9.5,1156.0,824.0,492.0,160.0,160.0
1489,387-49-4215,B,Abuja,Member,Female,Sports and travel,17460.0,3,2619.0,54999.0,1/8/2019,12:50,Cash,52380.0,4.761904762,2619.0,6.7,1157.0,825.0,493.0,161.0,161.0
1490,862-17-9201,B,Abuja,Normal,Female,Food and beverages,30258.0,6,9077.4,190625.4,1/29/2019,10:48,Card,181548.0,4.761904762,9077.4,7.7,1158.0,826.0,494.0,162.0,162.0
1491,291-21-5991,B,Abuja,Member,Male,Health and beauty,22064.4,5,5516.1,115838.1,3/29/2019,14:28,Cash,110322.0,4.761904762,5516.1,7.0,1159.0,827.0,495.0,163.0,163.0
1492,347-72-6115,B,Abuja,Member,Female,Sports and travel,32666.4,7,11433.24,240098.04,1/16/2019,18:03,Card,228664.8,4.761904762,11433.24,6.2,1160.0,828.0,496.0,164.0,164.0
1493,425-85-2085,B,Abuja,Member,Male,Health and beauty,19749.6,5,4937.4,103685.4,3/29/2019,16:48,Epay,98748.0,4.761904762,4937.4,9.8,1161.0,829.0,497.0,165.0,165.0
1494,734-91-1155,B,Abuja,Normal,Female,Electronic accessories,16455.6,3,2468.34,51835.14,3/26/2019,10:34,Card,49366.8,4.761904762,2468.34,7.7,1162.0,830.0,498.0,166.0,166.0
1495,286-62-6248,B,Abuja,Normal,Male,Fashion accessories,14115.6,4,2823.1200000000003,59285.52,1/16/2019,20:03,Card,56462.4,4.761904762,2823.1200000000003,9.0,1163.0,831.0,499.0,167.0,167.0
1496,339-38-9982,B,Abuja,Member,Male,Fashion accessories,21549.6,2,2154.96,45254.16,1/13/2019,14:55,Epay,43099.2,4.761904762,2154.96,6.7,1164.0,832.0,500.0,168.0,168.0
1497,827-44-5872,B,Abuja,Member,Female,Food and beverages,19569.6,10,9784.8,205480.8,2/7/2019,11:28,Card,195696.0,4.761904762,9784.8,6.1,1165.0,833.0,501.0,169.0,169.0
1498,857-67-9057,B,Abuja,Normal,Male,Electronic accessories,8262.0,10,4131.0,86751.0,2/6/2019,19:20,Epay,82620.0,4.761904762,4131.0,8.2,1166.0,834.0,502.0,170.0,170.0
1499,339-12-4827,B,Abuja,Member,Female,Fashion accessories,26625.6,1,1331.28,27956.88,1/5/2019,11:32,Card,26625.6,4.761904762,1331.28,5.0,1167.0,835.0,503.0,171.0,171.0
1500,173-50-1108,B,Abuja,Member,Female,Sports and travel,7264.8,4,1452.9600000000005,30512.16,2/13/2019,12:14,Card,29059.2,4.761904762,1452.9600000000005,5.0,1168.0,836.0,504.0,172.0,172.0
